term_id,name,meta_key,meta_value
206733,Big Ten Gear,restrict,1
206734,Big Time Rush,restrict,1
206735,Big Tom,restrict,1
206736,Big Van Vader,restrict,1
206737,Big sale,restrict,1
206738,Biggie,restrict,1
206739,Biggie Smalls Big 2Pac Tupac,restrict,1
206740,Bill Bixby,restrict,1
206741,Bill Burr,restrict,1
206742,Bill Cosby,restrict,1
206743,Bill Engvall,restrict,1
206744,Bill Fagerbakke,restrict,1
206745,Bill Goldberg,restrict,1
206746,Bill Hader,restrict,1
206747,Bill Johnson,restrict,1
206748,Bill Maher,restrict,1
206749,Bill Murray,restrict,1
206750,Bill Pullman,restrict,1
206751,Bill Ward (musician),restrict,1
206752,Billabong,restrict,1
206753,Billie Eilish,restrict,1
206754,Billie Joe Armstrong,restrict,1
206755,Billy Bob Thornton,restrict,1
206756,Billy Corgan,restrict,1
206757,Billy Cox,restrict,1
206758,Billy Crystal,restrict,1
206759,Billy Dee Williams,restrict,1
206760,Billy Idol,restrict,1
206761,Billy Joel,restrict,1
206762,Billy Madison,restrict,1
206763,Billy Ray Cyrus,restrict,1
206764,Billy Zane,restrict,1
206765,Bing Crosby,restrict,1
206766,Binghamton Bearcats,restrict,1
206767,BioShock,restrict,1
206768,Biotherm,restrict,1
206769,Birb Parrot,restrict,1
206770,Birkenstock,restrict,1
206771,Birmingham,restrict,1
206772,"Black &amp; White",restrict,1
206773,Black Flag,restrict,1
206774,Black Forest cake,restrict,1
206775,Black Live,restrict,1
206776,Black Sabbath,restrict,1
206777,Black Thought,restrict,1
206778,Black-ish,restrict,1
206779,Blair Underwood,restrict,1
206780,Blake Griffin,restrict,1
206781,Blake Michael,restrict,1
206782,Blake Shelton,restrict,1
206783,Blanka,restrict,1
206784,Blastoise,restrict,1
206785,Blaze Bayley,restrict,1
206786,Blessthefall,restrict,1
206787,Blexit,restrict,1
206788,Blindspot,restrict,1
206789,Blink,restrict,1
206790,Blink-182,restrict,1
206791,Blink182,restrict,1
206792,Blondie,restrict,1
206793,Bloodborne,restrict,1
206794,Bloom Where God Plants You,restrict,1
206795,Bloomsburg Huskies,restrict,1
206796,Blur,restrict,1
206797,Bo Dallas,restrict,1
206798,Bo Diddley,restrict,1
206799,BoJack Horseman,restrict,1
206800,Bob Dylan,restrict,1
206801,Bob Fosse,restrict,1
206802,Bob Hoskins,restrict,1
206803,Bob Marley,restrict,1
206804,"Bob Marley &amp; The Wailers",restrict,1
206805,Bob Ross,restrict,1
206806,Bob Seger,restrict,1
206807,Bob the Builder,restrict,1
206808,Bob's Burgers,restrict,1
206809,Bobbi Brown,restrict,1
206810,Bobby Brown,restrict,1
206811,Bobby Lashley,restrict,1
206812,Bobby Pulido,restrict,1
206813,Bobby Roode,restrict,1
206814,Bochum,restrict,1
206815,Body Glove,restrict,1
206816,Boggy Creek,restrict,1
206817,Bohemians 1905,restrict,1
206818,Bojangles' Famous Chicken 'n Biscuits,restrict,1
206819,Bollinger,restrict,1
206820,Bologna,restrict,1
206821,Bolton,restrict,1
206822,Bombay Sapphire,restrict,1
206823,Bomberman,restrict,1
206824,Bon Jovi,restrict,1
206825,Bon Scott,restrict,1
206826,Bonnie Tyler,restrict,1
206827,Bono,restrict,1
206828,Boo-Boo Bear,restrict,1
206829,Boogeyman,restrict,1
206830,Boogie Nights,restrict,1
206831,Booker T,restrict,1
206832,Booker T. and the MG’s,restrict,1
206833,Bordeaux,restrict,1
206834,Borderlands,restrict,1
206835,Boston,restrict,"0"
206836,Boston Bruins,restrict,1
206837,Boston Celtics,restrict,1
206838,Boston Red Sox,restrict,1
206839,Boston University,restrict,1
206840,Bottega Veneta,restrict,1
206841,Boucheron,restrict,1
206842,Bourjois,restrict,1
206843,Bournemouth,restrict,1
206844,Boux Avenue,restrict,1
206845,Bowie,restrict,1
206846,Bowie State Bulldogs,restrict,1
206847,Bowling Green St. Falcons,restrict,1
206848,Boy George,restrict,1
206849,Boy Meets World,restrict,1
206850,Boymom,restrict,1
206851,Boyz II Men,restrict,1
206852,Boyz n the Hood,restrict,1
206853,Braccialini,restrict,1
206854,Brad Dourif,restrict,1
206855,Brad Paisley,restrict,1
206856,Brad Pitt,restrict,1
206857,Bradley Beal,restrict,1
206858,Bradley Braves,restrict,1
206859,Bradley Cooper,restrict,1
206860,Braid,restrict,1
206861,Bram Stoker's Dracula,restrict,1
206862,Brand new,restrict,1
206863,Brandon Lee,restrict,1
206864,Brandon Routh,restrict,1
206865,Brass Knuckles,restrict,1
206866,Bratz,restrict,1
206867,Braun Strowman,restrict,1
206868,Braunschweig,restrict,1
206869,Braveheart,restrict,1
206870,Bray Wyatt,restrict,1
206871,Breaking Bad,restrict,1
206872,Breda,restrict,1
206873,Bremerhaven,restrict,1
206874,Brendan Fraser,restrict,1
206875,Brendan Gleeson,restrict,1
206876,Brent Corrigan,restrict,1
206877,Brentford,restrict,1
206878,Bret Michaels,restrict,1
206879,Brian Eno,restrict,1
206880,Brian Griffin,restrict,1
206881,Brian J. White,restrict,1
206882,Brian Johnson,restrict,1
206883,Brian Littrell,restrict,1
206884,Brian May,restrict,1
206885,Brian McFadden,restrict,1
206886,Brian Wilson,restrict,1
206887,Bridgerton,restrict,1
206888,Brighton,restrict,1
206889,Brisbane Broncos,restrict,1
206890,Bristol,restrict,1
206891,Bristol City,restrict,1
206892,Britney Spears,restrict,1
206893,Brno,restrict,1
206894,Brock Lesnar,restrict,1
206895,Brockport Golden Eagles,restrict,1
206896,Brodus Clay,restrict,1
206897,Brondby,restrict,1
206898,Brooklyn Nets,restrict,1
206899,Brooklyn Nine-Nine,restrict,1
206900,"Brooks &amp; Dunn",restrict,1
206901,Brooks Brothers,restrict,1
206902,Bruce Campbell,restrict,1
206903,Bruce Dickinson,restrict,1
206904,Bruce Lee,restrict,1
206905,Bruce Springsteen,restrict,1
206906,Bruce Willis,restrict,1
206907,Bruno Mars,restrict,1
206908,Bryan Adams,restrict,1
206909,Bryan Cranston,restrict,1
206910,Bryan Ferry,restrict,1
206911,Bryan Greenberg,restrict,1
206912,Bryant Bulldogs,restrict,1
206913,Brynas,restrict,1
206914,Bubble Up,restrict,1
206915,Bubbles,restrict,1
206916,Buccaneers,restrict,1
206917,Buccellati,restrict,1
206918,Buckethead,restrict,1
206919,Bucknell Bison,restrict,1
206920,Bud Light,restrict,1
206921,Buddy Guy,restrict,1
206922,Buddy Holly,restrict,1
206923,Buell,restrict,1
206924,Buell Motorcycle,restrict,1
206925,Buffalo Bills,restrict,1
206926,Buffalo Bulls,restrict,1
206927,Buffalo Sabres,restrict,1
206928,Buffalo Springfield,restrict,1
206929,Buffalo Trace Distillery,restrict,1
206930,Bugatti,restrict,1
206931,Bugs Bunny,restrict,1
206932,Bugsy,restrict,1
206933,Buick,restrict,1
206934,Bulbasaur,restrict,1
206935,Bulgari,restrict,1
206936,Bulleit,restrict,1
206937,Bully,restrict,1
206938,Bulma,restrict,1
206939,Bumble and bumble,restrict,1
206940,Bundt cake,restrict,1
206941,Burberry,restrict,1
206942,Burger King,restrict,1
206943,Burger Time,restrict,1
206944,Burnley,restrict,1
206945,Burnout,restrict,1
206946,Burnout Paradise,restrict,1
206947,Burt Reynolds,restrict,1
206948,Burton,restrict,1
206949,Bushmills,restrict,1
206950,Busta Rhymes,restrict,1
206951,Buster Keaton,restrict,1
206952,Butler Bulldogs,restrict,1
206953,Butter cake,restrict,1
206954,Butterfree,restrict,1
206955,Butters Stotch,restrict,1
206956,Buxton,restrict,1
206957,Buy now,restrict,1
206958,Buy with confidence,restrict,1
206959,Buzz Lightyear,restrict,1
206960,BuzzTshirt,restrict,1
206961,Byblos,restrict,1
206962,Céline Dion,restrict,1
206963,C 130 Airplane,restrict,1
206964,"C&amp;A",restrict,1
206965,C. J. Miles,restrict,1
206966,C172,restrict,1
206967,C172 Skyhawk Airplane,restrict,1
206968,CALIFORNIA GOLDEN BEARS,restrict,1
206969,CENTRAL MICHIGAN CHIPPEWAS,restrict,1
206970,CINCINNATI BEARCATS,restrict,1
206971,CIROC,restrict,1
206972,CLEMSON TIGERS,restrict,1
206973,CMU Mavericks,restrict,1
206974,COASTAL CAROLINA CHANTICLEERS,restrict,1
206975,COBRA KAI,restrict,1
206976,COLORADO BUFFALOES,restrict,1
206977,COLORADO STATE RAMS,restrict,1
206978,CONNECTICUT HUSKIES,restrict,1
206979,COPS,restrict,1
206980,CSI: Crime Scene Investigation,restrict,1
206981,CSI: Miami,restrict,1
206982,CSKA Moscow,restrict,1
206983,Cachaça,restrict,1
206984,Cacharel,restrict,1
206985,Cadillac,restrict,1
206986,Caen,restrict,1
206987,CafePress,restrict,1
206988,Caffè Nero,restrict,1
206989,Cagliari,restrict,1
206990,Caillou,restrict,1
206991,Cal Bears,restrict,1
206992,Cal Poly Mustangs,restrict,1
206993,Cal State Bakersfield Roadrunners,restrict,1
206994,Cal State Fullerton Titans,restrict,1
206995,Cal State Monterey Bay Otters,restrict,1
206996,Cal State Northridge Matadors,restrict,1
206997,Calgary Flames,restrict,1
206998,Calgary Stampeders,restrict,1
206999,California,restrict,"0"
207000,Call It Spring,restrict,1
207001,Call of Duty,restrict,1
207002,Calle 13,restrict,1
207003,Calvin Harris,restrict,1
207004,Calvin Klein,restrict,1
207005,Cam Newton,restrict,1
207006,Cam'ron,restrict,1
207007,Camaro,restrict,1
207008,Camellia sinensis,restrict,1
207009,Cameron Boyce,restrict,1
207010,Campari,restrict,1
207011,Campbell Fighting Camels,restrict,1
207012,Campbell Scott,restrict,1
207013,Can-Am,restrict,1
207014,Canada Dry,restrict,1
207015,Canada goose,restrict,1
207016,Canadian Club,restrict,1
207017,Canberra Raiders,restrict,1
207018,Candid Camera,restrict,1
207019,Candy cane,restrict,1
207020,Candy corn,restrict,1
207021,Canisius College Golden Griffins,restrict,1
207022,Canterbury Bulldogs,restrict,1
207023,Capcom,restrict,1
207024,Capezio,restrict,1
207025,Capital Cities,restrict,1
207026,Capri Sun,restrict,1
207027,Captain America,restrict,1
207028,Captain Kangaroo,restrict,1
207029,Captain Morgan,restrict,1
207030,Cardi B,restrict,1
207031,Cardiff,restrict,1
207032,Carhartt,restrict,1
207033,Caribou Coffee,restrict,1
207034,Carl Barât,restrict,1
207035,Carl's Jr.,restrict,1
207036,Carles Puyol,restrict,1
207037,Carlos Arroyo,restrict,1
207038,Carlos Gómez,restrict,1
207039,Carlos Rivera,restrict,1
207040,Carlos Santana,restrict,1
207041,Carlos Tévez,restrict,1
207042,Carlsberg,restrict,1
207043,Carly Rae Jepsen,restrict,1
207044,Carmella,restrict,1
207045,Carmelo Anthony,restrict,1
